playerId,fullName,firstName,lastName,currentAge,birthDate,rookie,primaryPosition,primaryPositionType,currentTeamId
8482067,Connor Mackey,Connor,Mackey,28,1996-09-12,,D,Defenseman,NYR
8483768,Victor Mancini,Victor,Mancini,22,2002-05-26,,D,Defenseman,NYR
8480817,K'Andre Miller,K'Andre,Miller,24,2000-01-21,,D,Defenseman,NYR
8481525,Matthew Robertson,Matthew,Robertson,23,2001-03-09,,D,Defenseman,NYR
8477244,Chad Ruhwedel,Chad,Ruhwedel,34,1990-05-07,,D,Defenseman,NYR
8483407,Brandon Scanlin,Brandon,Scanlin,25,1999-06-02,,D,Defenseman,NYR
8482073,Braden Schneider,Braden,Schneider,23,2001-09-20,,D,Defenseman,NYR
8476885,Jacob Trouba,Jacob,Trouba,30,1994-02-26,,D,Defenseman,NYR
8482891,Francesco Arcuri,Francesco,Arcuri,21,2003-06-13,,C,Forward,DAL
8473994,Jamie Benn,Jamie,Benn,35,1989-07-18,,L,Forward,DAL
8476278,Colin Blackwell,Colin,Blackwell,31,1993-03-28,,C,Forward,DAL
8481712,Matěj Blümel,Matěj,Blümel,24,2000-05-31,,R,Forward,DAL
8482145,Mavrik Bourque,Mavrik,Bourque,22,2002-01-08,,C,Forward,DAL
8480840,Oskar Bäck,Oskar,Bäck,24,2000-03-12,,C,Forward,DAL
8474149,Evgenii Dadonov,Evgenii,Dadonov,35,1989-03-12,,R,Forward,DAL
8475168,Matt Duchene,Matt,Duchene,33,1991-01-16,,C,Forward,DAL
8482919,Justin Ertel,Justin,Ertel,21,2003-05-27,,L,Forward,DAL
8478449,Roope Hintz,Roope,Hintz,27,1996-11-17,,C,Forward,DAL
8484829,Justin Hryckowian,Justin,Hryckowian,23,2001-02-23,,C,Forward,DAL
8478888,Cameron Hughes,Cameron,Hughes,27,1996-10-09,,C,Forward,DAL
8484938,Arttu Hyry,Arttu,Hyry,23,2001-04-06,,R,Forward,DAL
8482740,Wyatt Johnston,Wyatt,Johnston,21,2003-05-14,,C,Forward,DAL
8479986,Kole Lind,Kole,Lind,25,1998-10-16,,R,Forward,DAL
8478975,Mason Marchment,Mason,Marchment,29,1995-06-18,,L,Forward,DAL
8483799,Kyle McDonald,Kyle,McDonald,22,2002-02-05,,R,Forward,DAL
8481041,Mathias Emilio Pettersen,Mathias Emilio,Pettersen,24,2000-04-03,,C,Forward,DAL
8480027,Jason Robertson,Jason,Robertson,25,1999-07-22,,L,Forward,DAL
8475794,Tyler Seguin,Tyler,Seguin,32,1992-01-31,,C,Forward,DAL
8483514,Matthew Seminoff,Matthew,Seminoff,20,2003-12-27,,R,Forward,DAL
8482702,Logan Stankoven,Logan,Stankoven,21,2003-02-26,,C,Forward,DAL
8479351,Sam Steel,Sam,Steel,26,1998-02-03,,C,Forward,DAL
8482120,Antonio Stranges,Antonio,Stranges,22,2002-02-05,,L,Forward,DAL
8484124,Chase Wheatcroft,Chase,Wheatcroft,22,2002-05-28,,C,Forward,DAL
8483425,Lian Bichsel,Lian,Bichsel,20,2004-05-18,,D,Defenseman,DAL
8478476,Kyle Capobianco,Kyle,Capobianco,27,1997-08-13,,D,Defenseman,DAL
8476856,Mathew Dumba,Mathew,Dumba,30,1994-07-25,,D,Defenseman,DAL
8481581,Thomas Harley,Thomas,Harley,23,2001-08-19,,D,Defenseman,DAL
8480036,Miro Heiskanen,Miro,Heiskanen,25,1999-07-18,,D,Defenseman,DAL
8484822,Luke Krys,Luke,Krys,23,2000-09-27,,D,Defenseman,DAL
8483470,Christian Kyrou,Christian,Kyrou,21,2003-09-16,,D,Defenseman,DAL
8476902,Esa Lindell,Esa,Lindell,30,1994-05-23,,D,Defenseman,DAL
8480878,Nils Lundkvist,Nils,Lundkvist,24,2000-07-27,,D,Defenseman,DAL
8480950,Ilya Lyubushkin,Ilya,Lyubushkin,30,1994-04-06,,D,Defenseman,DAL
8475755,Alexander Petrovic,Alexander,Petrovic,32,1992-03-03,,D,Defenseman,DAL
8484523,Connor Punnett,Connor,Punnett,21,2003-06-16,,D,Defenseman,DAL
8474090,Brendan Smith,Brendan,Smith,35,1989-02-08,,D,Defenseman,DAL
8483059,Gavin White,Gavin,White,21,2002-11-12,,D,Defenseman,DAL
8478427,Sebastian Aho,Sebastian,Aho,27,1997-07-26,,C,Forward,CAR
8482809,Jackson Blake,Jackson,Blake,21,2003-08-03,,R,Forward,CAR
8477478,William Carrier,William,Carrier,29,1994-12-20,,L,Forward,CAR
8480835,Jack Drury,Jack,Drury,24,2000-02-03,,C,Forward,CAR
8475855,Jesper Fast,Jesper,Fast,32,1991-12-02,,R,Forward,CAR
8482080,Noel Gunler,Noel,Gunler,22,2001-10-07,,R,Forward,CAR
8484929,Juha Jaaska,Juha,Jaaska,26,1998-02-09,,L,Forward,CAR
8482093,Seth Jarvis,Seth,Jarvis,22,2002-02-01,,C,Forward,CAR
8479370,Tyson Jost,Tyson,Jost,26,1998-03-14,,C,Forward,CAR
8480829,Jesperi Kotkaniemi,Jesperi,Kotkaniemi,24,2000-07-06,,C,Forward,CAR
8477962,Brendan Lemieux,Brendan,Lemieux,28,1996-03-15,,L,Forward,CAR
8476921,Jordan Martinook,Jordan,Martinook,32,1992-07-25,,L,Forward,CAR
8484203,Bradly Nadeau,Bradly,Nadeau,19,2005-05-05,,L,Forward,CAR
8480039,Martin Necas,Martin,Necas,25,1999-01-15,,C,Forward,CAR
8482785,Justin Robidas,Justin,Robidas,21,2003-03-13,,C,Forward,CAR
8480762,Eric Robinson,Eric,Robinson,29,1995-06-14,,L,Forward,CAR
8478458,John (Jack) Roslovic,John (Jack),Roslovic,27,1997-01-29,,C,Forward,CAR
8481004,Josiah Slavin,Josiah,Slavin,25,1998-12-31,,L,Forward,CAR
8473533,Jordan Staal,Jordan,Staal,36,1988-09-10,,C,Forward,CAR
8481576,Ryan Suzuki,Ryan,Suzuki,23,2001-05-28,,C,Forward,CAR
8480830,Andrei Svechnikov,Andrei,Svechnikov,24,2000-03-26,,R,Forward,CAR
8483519,Gleb Trikozov,Gleb,Trikozov,20,2004-08-12,,L,Forward,CAR
8484392,Felix Unger Sorum,Felix,Unger Sorum,19,2005-09-14,,R,Forward,CAR
8470613,Brent Burns,Brent,Burns,39,1985-03-09,,D,Defenseman,CAR
8478970,Jalen Chatfield,Jalen,Chatfield,28,1996-05-15,,D,Defenseman,CAR
8481562,Domenick Fensore,Domenick,Fensore,23,2001-09-07,,D,Defenseman,CAR
8476906,Shayne Gostisbehere,Shayne,Gostisbehere,31,1993-04-20,,D,Defenseman,CAR
8482860,Aleksi Heimosalmi,Aleksi,Heimosalmi,21,2003-05-08,,D,Defenseman,CAR
8481615,Anttoni Honka,Anttoni,Honka,23,2000-10-05,,D,Defenseman,CAR
8484428,Charles-Alexis Legault,Charles-Alexis,Legault,21,2003-09-05,,D,Defenseman,CAR
8482666,Scott Morrow,Scott,Morrow,21,2002-11-01,,D,Defenseman,CAR
8475200,Dmitry Orlov,Dmitry,Orlov,33,1991-07-23,,D,Defenseman,CAR
8477046,Joakim Ryan,Joakim,Ryan,31,1993-06-17,,D,Defenseman,CAR
8482187,Ronan Seeley,Ronan,Seeley,22,2002-08-02,,D,Defenseman,CAR
8476958,Jaccob Slavin,Jaccob,Slavin,30,1994-05-01,,D,Defenseman,CAR
8480883,Ty Smith,Ty,Smith,24,2000-03-24,,D,Defenseman,CAR
8479388,Riley Stillman,Riley,Stillman,26,1998-03-09,,D,Defenseman,CAR
8480336,Sean Walker,Sean,Walker,29,1994-11-13,,D,Defenseman,CAR
8479994,Jaret Anderson-Dolan,Jaret,Anderson-Dolan,25,1999-09-12,,C,Forward,WPG
8478891,Mason Appleton,Mason,Appleton,28,1996-01-15,,C,Forward,WPG
8484143,Colby Barlow,Colby,Barlow,19,2005-02-14,,L,Forward,WPG
8480289,Morgan Barron,Morgan,Barron,25,1998-12-02,,C,Forward,WPG
8482787,Nikita Chibrikov,Nikita,Chibrikov,21,2003-02-16,,R,Forward,WPG
8478398,Kyle Connor,Kyle,Connor,27,1996-12-09,,L,Forward,WPG
8477940,Nikolaj Ehlers,Nikolaj,Ehlers,28,1996-02-14,,L,Forward,WPG
8484135,Parker Ford,Parker,Ford,24,2000-07-20,,C,Forward,WPG
8481019,David Gustafsson,David,Gustafsson,24,2000-04-11,,C,Forward,WPG
8480113,Alex Iafallo,Alex,Iafallo,30,1993-12-21,,L,Forward,WPG
8479536,Axel Jonsson-Fjallby,Axel,Jonsson-Fjallby,26,1998-02-10,,L,Forward,WPG
8480845,Rasmus Kupari,Rasmus,Kupari,24,2000-03-15,,C,Forward,WPG
8483471,Brad Lambert,Brad,Lambert,20,2003-12-19,,C,Forward,WPG
8476392,Adam Lowry,Adam,Lowry,31,1993-03-29,,C,Forward,WPG
8476480,Vladislav Namestnikov,Vladislav,Namestnikov,31,1992-11-22,,C,Forward,WPG
8475799,Nino Niederreiter,Nino,Niederreiter,32,1992-09-08,,R,Forward,WPG
8482149,Cole Perfetti,Cole,Perfetti,22,2002-01-01,,C,Forward,WPG
8476460,Mark Scheifele,Mark,Scheifele,31,1993-03-15,,C,Forward,WPG
8479972,Mason Shaw,Mason,Shaw,25,1998-11-03,,C,Forward,WPG
8476952,Dominic Toninato,Dominic,Toninato,30,1994-03-09,,C,Forward,WPG
8482139,Daniel Torgersson,Daniel,Torgersson,22,2002-01-26,,L,Forward,WPG
8480014,Gabriel Vilardi,Gabriel,Vilardi,25,1999-08-16,,C,Forward,WPG
8484242,Brayden Yager,Brayden,Yager,19,2005-01-03,,C,Forward,WPG
8482459,Tyrel Bauer,Tyrel,Bauer,22,2002-03-23,,D,Defenseman,WPG
8479639,Dylan Coghlan,Dylan,Coghlan,26,1998-02-19,,D,Defenseman,WPG
8476331,Dylan DeMelo,Dylan,DeMelo,31,1993-05-01,,D,Defenseman,WPG
8477938,Haydn Fleury,Haydn,Fleury,28,1996-07-08,,D,Defenseman,WPG
8481572,Ville Heinola,Ville,Heinola,23,2001-03-02,,D,Defenseman,WPG
8482920,Dmitry Kuzmin,Dmitry,Kuzmin,21,2003-04-23,,D,Defenseman,WPG
8481547,Simon Lundmark,Simon,Lundmark,23,2000-10-08,,D,Defenseman,WPG
8476525,Colin Miller,Colin,Miller,31,1992-10-29,,D,Defenseman,WPG
8477504,Josh Morrissey,Josh,Morrissey,29,1995-03-28,,D,Defenseman,WPG
8480145,Neal Pionk,Neal,Pionk,29,1995-07-29,,D,Defenseman,WPG
8483510,Elias Salomonsson,Elias,Salomonsson,20,2004-08-31,,D,Defenseman,WPG
8480049,Dylan Samberg,Dylan,Samberg,25,1999-01-24,,D,Defenseman,WPG
8479378,Logan Stanley,Logan,Stanley,26,1998-05-26,,D,Defenseman,WPG
8479335,Rasmus Asplund,Rasmus,Asplund,26,1997-12-03,,C,Forward,FLA
8477493,Aleksander Barkov,Aleksander,Barkov,29,1995-09-02,,C,Forward,FLA
8477935,Sam Bennett,Sam,Bennett,28,1996-06-20,,C,Forward,FLA
8480003,Jesper Boqvist,Jesper,Boqvist,25,1998-10-30,,C,Forward,FLA
8474610,Zac Dalpe,Zac,Dalpe,34,1989-11-01,,C,Forward,FLA
8483740,Josh Davies,Josh,Davies,20,2004-03-24,,L,Forward,FLA
8480025,MacKenzie Entwistle,MacKenzie,Entwistle,25,1999-07-14,,R,Forward,FLA
8479981,Jonah Gadjovich,Jonah,Gadjovich,25,1998-10-12,,L,Forward,FLA
8480825,Patrick Giles,Patrick,Giles,24,2000-01-03,,R,Forward,FLA
8478421,A.J. Greer,A.J.,Greer,27,1996-12-14,,L,Forward,FLA
8479367,William Lockwood,William,Lockwood,26,1998-06-20,,R,Forward,FLA
8482113,Anton Lundell,Anton,Lundell,22,2001-10-03,,C,Forward,FLA
8480185,Eetu Luostarinen,Eetu,Luostarinen,26,1998-09-02,,C,Forward,FLA
8484271,Ryan McAllister,Ryan,McAllister,22,2001-12-19,,C,Forward,FLA
8477931,Tomas Nosek,Tomas,Nosek,32,1992-09-01,,L,Forward,FLA
8484935,Oliver Okuliar,Oliver,Okuliar,24,2000-05-24,,L,Forward,FLA
8477933,Sam Reinhart,Sam,Reinhart,28,1995-11-06,,C,Forward,FLA
8478542,Evan Rodrigues,Evan,Rodrigues,31,1993-07-28,,C,Forward,FLA
8482713,Mackie Samoskevich,Mackie,Samoskevich,21,2002-11-15,,R,Forward,FLA
8483878,Kai Schwindt,Kai,Schwindt,20,2003-12-07,,L,Forward,FLA
8484380,Wilmer Skoog,Wilmer,Skoog,25,1999-07-17,,C,Forward,FLA
8482088,Justin Sourdif,Justin,Sourdif,22,2002-03-24,,R,Forward,FLA
8484834,Ben Steeves,Ben,Steeves,22,2002-05-10,,L,Forward,FLA
8479314,Matthew Tkachuk,Matthew,Tkachuk,26,1997-12-11,,L,Forward,FLA
8477409,Carter Verhaeghe,Carter,Verhaeghe,29,1995-08-14,,C,Forward,FLA
8483771,Sandis Vilmanis,Sandis,Vilmanis,20,2004-01-23,,L,Forward,FLA
8483687,Marek Alscher,Marek,Alscher,20,2004-04-07,,D,Defenseman,FLA
8484304,Uvis Balinskis,Uvis,Balinskis,28,1996-08-01,,D,Defenseman,FLA
8482107,Mike Benning,Mike,Benning,22,2002-01-05,,D,Defenseman,FLA
8481600,Tobias Bjornfot,Tobias,Bjornfot,23,2001-04-06,,D,Defenseman,FLA
8480871,Adam Boqvist,Adam,Boqvist,24,2000-08-15,,D,Defenseman,FLA
8477932,Aaron Ekblad,Aaron,Ekblad,28,1996-02-07,,D,Defenseman,FLA
8478055,Gustav Forsling,Gustav,Forsling,28,1996-06-12,,D,Defenseman,FLA
8484933,Mikulas Hovorka,Mikulas,Hovorka,23,2001-07-01,,D,Defenseman,FLA
8482641,Matt Kiersted,Matt,Kiersted,26,1998-04-14,,D,Defenseman,FLA
8475179,Dmitry Kulikov,Dmitry,Kulikov,33,1990-10-29,,D,Defenseman,FLA
8477034,Jaycob Megna,Jaycob,Megna,31,1992-12-10,,D,Defenseman,FLA
8478859,Niko Mikkola,Niko,Mikkola,28,1996-04-27,,D,Defenseman,FLA
8482734,Evan Nause,Evan,Nause,21,2003-01-20,,D,Defenseman,FLA
8477220,Nate Schmidt,Nate,Schmidt,33,1991-07-16,,D,Defenseman,FLA
8481795,Nathan Staios,Nathan,Staios,23,2001-05-17,,D,Defenseman,FLA
8482098,Zachary Uens,Zachary,Uens,23,2001-05-13,,D,Defenseman,FLA
8482496,Nils Aman,Nils,Aman,24,2000-02-07,,C,Forward,VAN
8483395,Arshdeep Bains,Arshdeep,Bains,23,2001-01-09,,L,Forward,VAN
8476927,Teddy Blueger,Teddy,Blueger,30,1994-08-15,,C,Forward,VAN
8478444,Brock Boeser,Brock,Boeser,27,1997-02-25,,R,Forward,VAN
8478498,Jake DeBrusk,Jake,DeBrusk,27,1996-10-17,,L,Forward,VAN
8476858,Phillip Di Giuseppe,Phillip,Di Giuseppe,30,1993-10-09,,L,Forward,VAN
8478856,Conor Garland,Conor,Garland,28,1996-03-11,,R,Forward,VAN
8478046,Danton Heinen,Danton,Heinen,29,1995-07-05,,L,Forward,VAN
8481535,Nils Hoglander,Nils,Hoglander,23,2000-12-20,,L,Forward,VAN
8478057,Dakota Joshua,Dakota,Joshua,28,1996-05-15,,C,Forward,VAN
8481024,Linus Karlsson,Linus,Karlsson,24,1999-11-16,,C,Forward,VAN
8482918,Danila Klimovich,Danila,Klimovich,21,2003-01-09,,R,Forward,VAN
8483476,Jonathan Lekkerimaki,Jonathan,Lekkerimaki,20,2004-07-24,,R,Forward,VAN
8476468,J.T. Miller,J.T.,Miller,31,1993-03-14,,C,Forward,VAN
8484406,Ty Mueller,Ty,Mueller,21,2003-02-26,,C,Forward,VAN
8483039,Tristen Nielsen,Tristen,Nielsen,24,2000-02-23,,C,Forward,VAN
8480012,Elias Pettersson,Elias,Pettersson,25,1998-11-12,,C,Forward,VAN
8482691,Aatu Raty,Aatu,Raty,21,2002-11-14,,C,Forward,VAN
8484136,Max Sasson,Max,Sasson,24,2000-09-05,,C,Forward,VAN
8480748,Kiefer Sherwood,Kiefer,Sherwood,29,1995-03-31,,L,Forward,VAN
8480979,Nate Smith,Nate,Smith,25,1998-10-19,,C,Forward,VAN
8478466,Daniel Sprong,Daniel,Sprong,27,1997-03-17,,R,Forward,VAN
8480459,Pius Suter,Pius,Suter,28,1996-05-24,,C,Forward,VAN
8478465,Guillaume Brisebois,Guillaume,Brisebois,27,1997-07-21,,D,Defenseman,VAN
8479576,Vincent Desharnais,Vincent,Desharnais,28,1996-05-29,,D,Defenseman,VAN
8484815,Christian Felton,Christian,Felton,24,2000-02-04,,D,Defenseman,VAN
8475762,Derek Forbort,Derek,Forbort,32,1992-03-04,,D,Defenseman,VAN
8478017,Mark Friedman,Mark,Friedman,28,1995-12-25,,D,Defenseman,VAN
8484254,Akito Hirose,Akito,Hirose,25,1999-04-09,,D,Defenseman,VAN
8479425,Filip Hronek,Filip,Hronek,26,1997-11-02,,D,Defenseman,VAN
8480800,Quinn Hughes,Quinn,Hughes,24,1999-10-14,,D,Defenseman,VAN
8478454,Noah Juulsen,Noah,Juulsen,27,1997-04-02,,D,Defenseman,VAN
8483467,Kirill Kudryavtsev,Kirill,Kudryavtsev,20,2004-02-05,,D,Defenseman,VAN
8484287,Cole McWard,Cole,McWard,23,2001-06-09,,D,Defenseman,VAN
8474574,Tyler Myers,Tyler,Myers,34,1990-02-01,,D,Defenseman,VAN
8484202,Sawyer Mynio,Sawyer,Mynio,19,2005-04-30,,D,Defenseman,VAN
8483678,Elias Pettersson,Elias,Pettersson,20,2004-02-16,,D,Defenseman,VAN
8477359,Tucker Poolman,Tucker,Poolman,31,1993-06-08,,D,Defenseman,VAN
8477369,Carson Soucy,Carson,Soucy,30,1994-07-27,,D,Defenseman,VAN
8478846,Christian Wolanin,Christian,Wolanin,29,1995-03-17,,D,Defenseman,VAN
8480808,Jett Woo,Jett,Woo,24,2000-07-27,,D,Defenseman,VAN
8481556,John Beecher,John,Beecher,23,2001-04-05,,C,Forward,BOS
8479638,Justin Brazeau,Justin,Brazeau,26,1998-02-02,,R,Forward,BOS
8477887,Patrick Brown,Patrick,Brown,32,1992-05-29,,C,Forward,BOS
8475745,Charlie Coyle,Charlie,Coyle,32,1992-03-02,,C,Forward,BOS
8482213,Riley Duran,Riley,Duran,22,2002-01-25,,C,Forward,BOS
8481558,John Farinacci,John,Farinacci,23,2001-02-14,,C,Forward,BOS
8479365,Trent Frederic,Trent,Frederic,26,1998-02-11,,C,Forward,BOS
8479987,Morgan Geekie,Morgan,Geekie,26,1998-07-20,,C,Forward,BOS
8482739,Brett Harrison,Brett,Harrison,21,2003-06-07,,C,Forward,BOS
8479368,Max Jones,Max,Jones,26,1998-02-17,,L,Forward,BOS
8480355,Mark Kastelic,Mark,Kastelic,25,1999-03-11,,C,Forward,BOS
8481043,Cole Koepke,Cole,Koepke,26,1998-05-17,,L,Forward,BOS
8482479,Trevor Kuntar,Trevor,Kuntar,23,2001-06-20,,C,Forward,BOS
8479968,Vinni Lettieri,Vinni,Lettieri,29,1995-02-06,,C,Forward,BOS
8477496,Elias Lindholm,Elias,Lindholm,29,1994-12-02,,C,Forward,BOS
8482763,Fabian Lysell,Fabian,Lysell,21,2003-01-19,,R,Forward,BOS
8473419,Brad Marchand,Brad,Marchand,36,1988-05-11,,L,Forward,BOS
8483397,Marc McLaughlin,Marc,McLaughlin,25,1999-07-26,,C,Forward,BOS
8483567,Georgii Merkulov,Georgii,Merkulov,23,2000-10-10,,C,Forward,BOS
8484899,Jaxon Nelson,Jaxon,Nelson,24,2000-03-30,,C,Forward,BOS
8477956,David Pastrnak,David,Pastrnak,28,1996-05-25,,R,Forward,BOS
8483505,Matthew Poitras,Matthew,Poitras,20,2004-03-10,,C,Forward,BOS
8479705,Jeffrey Viel,Jeffrey,Viel,27,1997-01-28,,L,Forward,BOS
8479362,Riley Tufte,Riley,Tufte,26,1998-04-10,,L,Forward,BOS
8478401,Pavel Zacha,Pavel,Zacha,27,1997-04-06,,C,Forward,BOS
8484813,Drew Bavaro,Drew,Bavaro,24,2000-06-10,,D,Defenseman,BOS
8483017,Frederic Brunet,Frederic,Brunet,21,2003-08-21,,D,Defenseman,BOS
8480828,Michael Callahan,Michael,Callahan,25,1999-09-23,,D,Defenseman,BOS
8478443,Brandon Carlo,Brandon,Carlo,27,1996-11-26,,D,Defenseman,BOS
8483438,Jackson Edward,Jackson,Edward,20,2004-02-27,,D,Defenseman,BOS
8476854,Hampus Lindholm,Hampus,Lindholm,30,1994-01-20,,D,Defenseman,BOS
8482511,Mason Lohrei,Mason,Lohrei,23,2001-01-17,,D,Defenseman,BOS
8482893,Ryan Mast,Ryan,Mast,21,2003-01-14,,D,Defenseman,BOS
8479325,Charlie McAvoy,Charlie,McAvoy,26,1997-12-21,,D,Defenseman,BOS
8480070,Ian Mitchell,Ian,Mitchell,25,1999-01-18,,D,Defenseman,BOS
8477851,Jordan Oesterle,Jordan,Oesterle,32,1992-06-25,,D,Defenseman,BOS
8479369,Andrew Peeke,Andrew,Peeke,26,1998-03-17,,D,Defenseman,BOS
8480831,Alec Regula,Alec,Regula,24,2000-08-06,,D,Defenseman,BOS
8482399,Billy Sweezey,Billy,Sweezey,28,1996-02-06,,D,Defenseman,BOS
8478450,Parker Wotherspoon,Parker,Wotherspoon,27,1997-08-24,,D,Defenseman,BOS
8477507,Nikita Zadorov,Nikita,Zadorov,29,1995-04-16,,D,Defenseman,BOS
8482507,Chase Bradley,Chase,Bradley,22,2002-01-09,,L,Forward,COL
8479525,Ross Colton,Ross,Colton,28,1996-09-11,,C,Forward,COL
8484846,Maxmilian Curran,Maxmilian,Curran,18,2006-08-27,,C,Forward,COL
8477494,Jonathan Drouin,Jonathan,Drouin,29,1995-03-28,,L,Forward,COL
8482147,Jean-Luc Foudy,Jean-Luc,Foudy,22,2002-05-13,,C,Forward,COL
8484976,Jere Innala,Jere,Innala,26,1998-03-17,,L,Forward,COL
8483930,Ivan Ivan,Ivan,Ivan,22,2002-08-20,,C,Forward,COL
8480448,Parker Kelly,Parker,Kelly,25,1999-05-14,,C,Forward,COL
8481641,Joel Kiviranta,Joel,Kiviranta,28,1996-03-23,,L,Forward,COL
8481042,Nikolai Kovalenko,Nikolai,Kovalenko,24,1999-10-17,,R,Forward,COL
8477476,Artturi Lehkonen,Artturi,Lehkonen,29,1995-07-04,,L,Forward,COL
8477492,Nathan MacKinnon,Nathan,MacKinnon,29,1995-09-01,,C,Forward,COL
8479999,Casey Mittelstadt,Casey,Mittelstadt,25,1998-11-22,,C,Forward,COL
8481186,Logan O'Connor,Logan,O'Connor,28,1996-08-14,,R,Forward,COL
8482712,Oskar Olausson,Oskar,Olausson,21,2002-11-10,,R,Forward,COL
8484259,Ondrej Pavel,Ondrej,Pavel,24,2000-08-29,,C,Forward,COL
8479547,Matthew Phillips,Matthew,Phillips,26,1998-04-06,,R,Forward,COL
8484255,Jason Polin,Jason,Polin,25,1999-06-17,,R,Forward,COL
8478420,Mikko Rantanen,Mikko,Rantanen,27,1996-10-29,,R,Forward,COL
8484221,Calum Ritchie,Calum,Ritchie,19,2005-01-21,,C,Forward,COL
8481737,Matt Stienburg,Matt,Stienburg,23,2000-10-07,,C,Forward,COL
8476391,T.J. Tynan,T.J.,Tynan,32,1992-02-25,,C,Forward,COL
8475780,Chris Wagner,Chris,Wagner,33,1991-05-27,,R,Forward,COL
8477425,Miles Wood,Miles,Wood,29,1995-09-13,,L,Forward,COL
8483569,Wyatt Aamodt,Wyatt,Aamodt,26,1997-11-22,,D,Defenseman,COL
8482072,Jack Ahcan,Jack,Ahcan,27,1997-05-18,,D,Defenseman,COL
8482676,Sean Behrens,Sean,Behrens,21,2003-03-31,,D,Defenseman,COL
8480073,Erik Brannstrom,Erik,Brannstrom,25,1999-09-02,,D,Defenseman,COL
8475177,Calvin de Haan,Calvin,de Haan,33,1991-05-09,,D,Defenseman,COL
8479398,Samuel Girard,Samuel,Girard,26,1998-05-12,,D,Defenseman,COL
8478430,Oliver Kylington,Oliver,Kylington,27,1997-05-19,,D,Defenseman,COL
8479439,Jacob MacDonald,Jacob,MacDonald,31,1993-02-26,,D,Defenseman,COL
8480069,Cale Makar,Cale,Makar,25,1998-10-30,,D,Defenseman,COL
8484258,Sam Malinski,Sam,Malinski,26,1998-07-27,,D,Defenseman,COL
8476312,Josh Manson,Josh,Manson,32,1991-10-07,,D,Defenseman,COL
8479387,Keaton Middleton,Keaton,Middleton,26,1998-02-10,,D,Defenseman,COL
8480157,Calle Rosen,Calle,Rosen,30,1994-02-02,,D,Defenseman,COL
8478038,Devon Toews,Devon,Toews,30,1994-02-21,,D,Defenseman,COL
8478042,Viktor Arvidsson,Viktor,Arvidsson,31,1993-04-08,,L,Forward,EDM
8484127,Carl Berglund,Carl,Berglund,24,2000-01-16,,C,Forward,EDM
8477015,Connor Brown,Connor,Brown,30,1994-01-14,,R,Forward,EDM
8479465,Drake Caggiula,Drake,Caggiula,30,1994-06-20,,L,Forward,EDM
